ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
705;Vice President Pengendalian Operasi Sistem Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;73;Kantor Pusat - Divisi Transmisi Regional (Sulmapana);3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;12;Perencanaan Transmisi;ACTV;2
706;Manager Evaluasi Operasi dan Pemeliharaan Sistem Transmisi;73;Kantor Pusat - Divisi Transmisi Regional (Sulmapana);4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;12;Perencanaan Transmisi;ACTV;2
707;Manager Sistem Proteksi;73;Kantor Pusat - Divisi Transmisi Regional (Sulmapana);4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;12;Perencanaan Transmisi;ACTV;2
708;Executive Vice President Distribusi Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;18;Kantor Pusat - Divisi Distribusi Regional (Jamali);2;Manajemen Atas;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;19;Manajemen Distribusi;ACTV;2
709;Vice President Pengelolaan Aset Distribusi Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;18;Kantor Pusat - Divisi Distribusi Regional (Jamali);3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;19;Manajemen Distribusi;ACTV;2
710;Manager Pengelolaan Aset Distribusi;18;Kantor Pusat - Divisi Distribusi Regional (Jamali);4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;19;Manajemen Distribusi;ACTV;2
711;Vice President Pengendalian Operasi Distribusi Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;18;Kantor Pusat - Divisi Distribusi Regional (Jamali);3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;15;Perencanaan Distribusi;ACTV;2
712;Manager Pengendalian Operasi dan Pemeliharaan Distribusi;18;Kantor Pusat - Divisi Distribusi Regional (Jamali);4;Manajemen Dasar;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;15;Perencanaan Distribusi;ACTV;2
713;Vice President Kualitas dan Efisiensi Distribusi Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;18;Kantor Pusat - Divisi Distribusi Regional (Jamali);3;Manajemen Menengah;;;Non Pemimpin Unit;6;Electricity Generation, Transmission, and Distribution;19;Manajemen Distribusi;ACTV;2
714;Executive Vice President Retail Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;64;Kantor Pusat - Divisi Retail Regional ;2;Manajemen Atas;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
715;Vice President Pengamanan Pendapatan Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;64;Kantor Pusat - Divisi Retail Regional ;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;23;Revenue Assurance;ACTV;2
716;Vice President Pemasaran dan Pelayanan Pelanggan Regional Sulawesi, Maluku, Papua dan Nusa Tenggara;64;Kantor Pusat - Divisi Retail Regional ;3;Manajemen Menengah;;;Non Pemimpin Unit;7;Business and Commercial;21;Pemasaran;ACTV;2
717;Manager Eksekutif Direksi;8;Kantor Pusat - Direktorat Keuangan;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
718;Executive Vice President Akuntansi;14;Kantor Pusat - Divisi Akuntansi;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
719;Vice President Akuntansi Aktiva;14;Kantor Pusat - Divisi Akuntansi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
720;Manager Akuntansi Aktiva;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
721;Manager Penghapusan Aktiva;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
722;Vice President Akuntansi Kantor Pusat;14;Kantor Pusat - Divisi Akuntansi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
723;Manager Akuntansi Transaksi Kantor Pusat;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
724;Manager Pelaporan Keuangan Kantor Pusat;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
725;Manager Pelaporan Pembangkitan (Ex UPJB);14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
726;Manager Sub Administrasi Kantor Pusat;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
727;Vice President Akuntansi Korporat;14;Kantor Pusat - Divisi Akuntansi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
728;Manager Konsolidasi Data Laporan Keuangan;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
729;Manager Pelaporan Keuangan Konsolidasian dan Holding;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
730;Manager Sistem Akuntansi Korporat;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
731;Vice President Akuntansi Manajemen;14;Kantor Pusat - Divisi Akuntansi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
732;Manager Pelaporan dan Evaluasi Akuntansi Manajemen Korporat;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
733;Manager Pelaporan dan Evaluasi Keuangan Regional Jawa, Madura dan Bali, dan Analisa Pendapatan;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
734;Manager Pelaporan dan Evaluasi Keuangan Regional Sulawesi, Maluku, Papua dan Nusa Tenggara, dan Analisa Variable Cost;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
735;Manager Pelaporan dan Evaluasi Keuangan Regional Sumatera Kalimantan dan Analisa Fixed Cost;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
736;Vice President Pengelolaan Pajak;14;Kantor Pusat - Divisi Akuntansi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;72;Pajak dan Asuransi;ACTV;2
737;Manager Pengelolaan Pajak Penghasilan (PPh);14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;72;Pajak dan Asuransi;ACTV;2
738;Manager Litigasi Pajak;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;72;Pajak dan Asuransi;ACTV;2
739;Manager Pengelolaan Pajak Pertambahan Nilai (PPN);14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;72;Pajak dan Asuransi;ACTV;2
740;Manager Perencanaan Pajak;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;72;Pajak dan Asuransi;ACTV;2
741;Vice President Pengembangan Akuntansi;14;Kantor Pusat - Divisi Akuntansi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
742;Manager Pengembangan dan Pelaporan ICOFR;14;Kantor Pusat - Divisi Akuntansi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;71;Akuntansi;ACTV;2
743;Executive Vice President Anggaran;15;Kantor Pusat - Divisi Anggaran;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
744;Vice President Anggaran Konsolidasi, Kantor Pusat, Pusat-Pusat dan Anak Perusahaan;15;Kantor Pusat - Divisi Anggaran;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
745;Manager RKAP Anak Perusahaan, Afiliasi, Kantor Pusat dan Pusat-Pusat;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
746;Manager RKAP Konsolidasi;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
747;Vice President Pengelolaan Anggaran Kalimantan, Sulawesi, Maluku, Papua, Nusa Tenggara dan Konsolidasi Anggaran Investigasi;15;Kantor Pusat - Divisi Anggaran;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
748;Manager Pengelolaan Anggaran Kalimantan dan Nusa Tenggara;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
749;Manager Pengelolaan Anggaran Sulawesi, Maluku, dan Papua;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
750;Vice President Pengelolaan Anggaran Sumatera, Jawa, Madura, Bali dan Konsolidasi Anggaran Operasi;15;Kantor Pusat - Divisi Anggaran;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
751;Manager Pengelolaan Anggaran Jawa, Madura dan Bali;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
752;Manager Pengelolaan Anggaran Sumatera;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
753;Vice President Pengembangan Sistem Anggaran;15;Kantor Pusat - Divisi Anggaran;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
754;Manager Anggaran Pelaporan dan Pengendalian Anggaran;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
755;Manager Anggaran Pengembangan Sistem Anggaran;15;Kantor Pusat - Divisi Anggaran;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;70;Anggaran;ACTV;2
756;Executive Vice President Keuangan Korporat;77;Kantor Pusat - Keuangan Korporat;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
757;Vice President Administrasi Pinjaman;77;Kantor Pusat - Keuangan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
758;Manager Administrasi Pinjaman;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
759;Manager Monitoring Pinjaman dan Pelaporan;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
760;Vice President Institusi Keuangan dan Riset Pasar;77;Kantor Pusat - Keuangan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
761;Manager Hubungan Institusi Keuangan dan Riset Pasar;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
762;Vice President Pendanaan;77;Kantor Pusat - Keuangan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
763;Manager Pendanaan Dalam Negeri;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
764;Manager Pendanaan Luar Negeri;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
765;Vice President Perencanaan Keuangan;77;Kantor Pusat - Keuangan Korporat;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
766;Manager Pengelolaan Saham, SHL, AP dan Afiliasi;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
767;Manager Perencanaan Pinjaman dan Penarikan PMN;77;Kantor Pusat - Keuangan Korporat;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;74;Corporate Finance;ACTV;2
768;Executive Vice President Perbendaharaan;15;Kantor Pusat - Divisi Anggaran;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
769;Vice President Bisnis dan Manajemen Perbendaharaan;51;Kantor Pusat - Divisi Perbendaharaan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
770;Manager Manajemen Risiko dan Kepatuhan Perbendaharaan;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
771;Manager Perencanaan dan Strategi Perbendaharaan;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
772;Manager Standar, Kualitas dan Pengembangan Pelaporan Perbendaharaan;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
773;Vice President Pendapatan dan Pengelolaan Likuiditas;51;Kantor Pusat - Divisi Perbendaharaan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
774;Manager Pendapatan Instansi Vertikal;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
775;Manager Pendapatan Terpusat;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
776;Manager Pengelolaan Likuiditas Mata Uang Asing;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
777;Manager Pengelolaan Likuiditas Mata Uang Lokal;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
778;Vice President Verifikasi Unit ;51;Kantor Pusat - Divisi Perbendaharaan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
779;Manager Verifikasi Operasi Unit 1;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
780;Manager Verifikasi Operasi Unit 2;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
781;Manager Verifikasi Investasi Unit ;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
782;Manager Service Management and Continous Improvement ;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
783;Vice President Pembayaran Terpusat ;51;Kantor Pusat - Divisi Perbendaharaan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
784;Manager pembayaran;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
785;Vice President Verifikasi Operasi ;51;Kantor Pusat - Divisi Perbendaharaan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
786;Manajer Verifikasi Operasi Kantor Pusat;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
787;Manager Verifikasi Energi Primer;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
788;Manager Verifikasi Pembelian Tenaga Listrik dan Sewa Pembangkit ;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
789;Vice President Verifikasi Investasi ;51;Kantor Pusat - Divisi Perbendaharaan;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
790;Manager Verifikasi Investasi 1;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
791;Manager Verifikasi Investasi 2;51;Kantor Pusat - Divisi Perbendaharaan;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;73;Manajemen Keuangan;ACTV;2
792;Executive Vice President Sistem dan Teknologi Informasi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
793;Vice President Perencanaan dan Strategi Teknologi Informasi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
794;Manager Strategi dan Arsitektur Teknologi Informasi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
795;Manager Kebijakan dan Keamanan IT/OT;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
796;Vice President Aplikasi Proyek dan Pembangkitan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
797;Manager Aplikasi Proyek;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
798;Manager Aplikasi Pembangkitan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
799;Manager Aplikasi Procurement dan Supply Chain;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
800;Vice President Aplikasi Transmisi Distribusi dan Pelayanan Pelanggan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
801;Manager Aplikasi Transmisi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
802;Manager Aplikasi Distribusi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
803;Manager Pelayanan Pelanggan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
804;Vice President Aplikasi Layanan Korporat;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
805;Manager Aplikasi Human capital;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
806;Manager Aplikasi Keuangan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
807;Manager Aplikasi Pendukung;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
808;Vice President Pengelolaan Infrastruktur Teknologi Informasi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
809;Manager Pengelolaan Jaringan dan Komunikasi Data;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
810;Manager Pengelolaan Data Center dan Fasilitas;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
811;Manager Pengelolaan Service Management Teknologi Informasi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
812;Manager Pengelolaan System Control Ketenagalistrikan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
813;Manager Integrasi Infrastruktur Aplikasi;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
814;Vice President Data Perusahaan, Analitik, dan Solusi Geospasial;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
815;Manager Manajemen dan Enjiniring Data Perusahaan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
816;Manager Data Analitik;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
817;Vice President Operasional Sistem dan Teknologi Informasi Sumatera Kalimantan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
818;Manager Operasional Sistem dan Teknologi Informasi Aceh;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
819;Manager Operasional Sistem dan Teknologi Informasi Sumatera Utara;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
820;Manager Operasional Sistem dan Teknologi Informasi Sumatera Barat;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
821;Manager Operasional Sistem dan Teknologi Informasi Riau;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
822;Manager Operasional Sistem dan Teknologi Informasi Sumatera Selatan;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
823;Manager Operasional Sistem dan Teknologi Informasi Lampung;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
824;Manager Operasional Sistem dan Teknologi Informasi Kalimantan Barat;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
825;Manager Operasional Sistem dan Teknologi Informasi Kalimantan Selatan dan Tengah;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
826;Manager Operasional Sistem dan Teknologi Informasi Kalimantan Timur dan Utara;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
827;Vice President Operasional Sistem dan Teknologi Informasi Jawa, Bali, dan Nusa Tenggara;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
828;Manager Operasional Sistem dan Teknologi Informasi Jakarta 1;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
829;Manager Operasional Sistem dan Teknologi Informasi Jakarta 2;67;Kantor Pusat - Divisi Sistem dan Teknologi Informasi;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;65;Teknologi Informasi;ACTV;2
