ID;KODE_KOMPETENSI;KOMPETENSI_ID;level;PERILAKU;CONTOH;STATUS;DIRKOM_ID
1919;MEK-EC-GIS-09;418;3;"Mampu menganalisis dan mengevaluasi pengawasan secara komprehensif, dalam penggunaan peralatan kerja, alat ukur dan peralatan K3 untuk pekerjaanpemasangan generator dan aksesorisnya meliputi rotor, stator, excitation parts, sistempendingin, lengkap dengan pekerjaan pembangunan pondasi peralatan.
Mampu mengevaluasi sistem pengawasan yang telah dilakukan untuk pekerjaan pemasangan generator
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pengawasan terhadap penggunaan peralatan kerja, alat ukur dan peralatan K3 untuk pekerjaan pemasangan Generator
Mengevaluasi hasil pengawasan pekerjaan Pemasangan generator danaksesorisnyaberdasarkanstandarteknis yang ditetapkan
";ACTV;2
1920;MEK-EC-ICI-10;419;3;"Mampu menganalisis dan mengevaluasi pelaksanaan supervisi pekerjaan pemasangan instrument dan kontrol dan pengujiannya.
Mampu mengevaluasi hasil supervisi pemasangan instrument dan kontrol, serta mampu merencanakan program, sistem dan prosedur pekerjaan pembangunan/ pemasangan instrument dan kontrol.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pekerjaan pemasangan dan pengujian individu instrument dan kontrol sesuai fungsinya
Mengevaluasi hasil supervisi pemasangan dan pengujian instrument dan kontrol sesuai fungsinya
";ACTV;2
1921;MEK-EC-QAE-11;420;3;"Mampu menganalisis dan mengevaluasi pengawasan secara komprehensif, dalam penggunaan peralatan kerja, alat ukur dan peralatan K3 untuk pekerjaan assembly dan fabrikasi sesuai dengan prosedur yang ditetapkan, menggunakan peralatan kerja dan kesesuaian lingkungan kerja untuk melakukan assembly peralatan elektrikal.
Mampu mengevaluasi hasil supervisi pekerjaan assembly danfabrikasi sesuai dengan prosedur yang ditetapkan.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pengawasan terhadap penggunaan peralatankerja, alat ukur dan peralatan K3 untuk pekerjaan assembly belitan stator generator
Mengevaluasi hasil pengujian peralatan elektrikal
";ACTV;2
1922;MEK-EC-SWT-12;421;3;"Mampu menganalisis dan mengevaluasi pelaksanaan pekerjaan penarikan kawat SUTT/SUTET, serta mampu membuat drum schedule dan saging schedule, melakukan negosiasi dan mencari jalan keluar jika ada masalah social yg menghambat pekerjaan di lapangan, serta mampu melakukan evaluasi terhadap hasil commissioning yg tidak memenuhi syarat teknis dan mencari jalan keluar nya.
Mampu mengevaluasi hasil pekerjaan penarikan kawat SUTT/SUTET
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi penarikan konduktor ACSR Zebra pada SUTT 150 kV.
Mengevaluasi hasil pembangunan SUTET sepanjang 100 km dengan konduktor 4xZebra.
";ACTV;2
1923;MEK-EC-PCS-13;422;3;" Mampu menganalisis dan mengevaluasi inspeksi komisioning sistem proteksi dan kontrol serta sistem pengukuran pada bay penghantar dan bay trafo serta Mampu mengendalikan pekerjaan pengawasaninspeksi komisioning sistem proteksi dan kontrol serta pengukuran.
Mampu mengevaluasi inspeksi komisioning bay penghantar dan bay trafo serta mampu menganalisis dan mengevaluasi hasil inspeksi komisioning sistem proteksi dan kontrol serta pengukuran pada bay penghantar dan bay trafo.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisa dan mengevaluasi inspeksi komisioning sistem proteksi bay trafo 150/20 kV 60 MVA.
Menganalisa dan mengevaluasi hasil inspeksi komisioning sistem kontrol dan pengukuran pada bay penghantar 500 kV
";ACTV;2
1924;MEK-LR-SLM-01;423;3;"Mampu menganalisis dan mengevaluasi pekerjaan survey dan pemetaan meliputi pemahaman pengaplikasian ilmu ukur tanah, penggunakan alat ukur topografi (waterpass, theodolite, total station dan GPS) serta penggunaan software pengukuran tanah dan mampu mendeteksi bila ada penyimpangan terhadap metode yang telah ditetapkan.
Mampu mengevaluasi pekerjaan survey dan pemetaan untuk menjaga kualitas, jadwal dan biaya sesuai yang telah ditentukan serta mampu memberikan solusi agar lebih efisien dan efektif.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi survey rute transmisi untuk menghasilkan jalur transmisi yang seoptimal mungkin.
Mengevaluasi kebutuhan elevasi tinggi jatuh yang paling optimal pada pekerjaan PLTA, sehingga diperoleh energy potensial semaksimal mungkin.
";ACTV;2
1925;MEK-LR-LAG-02;424;3;"Mampu menganalisis dan mengevaluasi serta berkoordinasi dengan pihak terkait dalam proses pengurusan dan penerbitan perizinan kegiatan usaha, kegiatan perencanaan, kegiatan pembangunan dan kegiatan komersial/operasional ketenagalistrikan secara efektif agar izin dapat terbit tepat waktu. 
Mampu mengevaluasi faktor-faktor yang mempengaruhi penerbitan izin sesuai rencana dan menyusun rencana mitigasi yang dibutuhkan serta mengevaluasi peraturan-peraturan yang berlaku dan merekomendasikan perbaikannya.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi proses pengurusan perizinan pemanfaatan ruang
Menganalisis dan mengevaluasi proses pengurusan perizinan izin usaha
Menganalisis dan mengevaluasi proses pengurusan perizinan izin ";ACTV;2
1926;MEK-LR-LPR-03;425;3;"Mampu menganalisis dan mengevaluasi proses pengadaan tanah secara efektif sehingga tanah bebas tepat waktu. 
Mampu mengevaluasi faktor-faktor yang mempengaruhi kegiatan pengadaan tanah mulai dari permasalahan sosial sampai dengan hukum serta menyusun rencana mitigasi yang dibutuhkan dan merekomendasikan perbaikannya 
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaksanaan pengadaan tanah 
Mengevaluasi pelaksanaan pengadaan tanah misalnya: permasalahan sosial, permasalahan TKD (Tanah Kas Desa), status hukum tanah maupun norma-norma setempat.
";ACTV;2
1927;MEK-LR-ROW-04;426;3;"Mampu menganalisis dan mengevaluasi proses pekerjaan ROW secara efektif sehingga ROW bebas tepat waktu. 
Mampu mengevaluasi faktor-faktor yang mempengaruhi kegiatan pekerjaan ROW mulai dari permasalahan sosial sampai dengan hukum serta menyusun rencana mitigasi yang dibutuhkan dan merekomendasikan perbaikannya 
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaksanaan pekerjaan ROW
Mengevaluasi pelaksanaan pekerjaan ROW misalnya: permasalahan sosial, permasalahan tanah BMN/BMD, status hukum tanah maupun norma-norma setempat.
";ACTV;2
1928;MEK-LR-LPR-05;427;3;"Mampu menganalisis dan mengevaluasi penyusunan dokumen perencanaan pengadaan tanah berdasarkan regulasi pemerintah Indonesia dan penyusunan dokumen LARAP sesuai dengan prinsip internasional yang diharmonisasikan dengan regulasi pemerintah Indonesia sebagai persyaratan pemenuhan kewajiban prinsip internasional
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi penyusunan Dokumen LARAP sesuai dengan prinsip internasional yang diharmonisasikan dengan regulasi pemerintah Indonesia. 
Mengevaluasi penyusunan Dokumen LARAP meliputi pengadaan tanah dan ROW, seperti permasalahan sosial, permasalahan terkait masyarakat adat, status hukum tanah maupun norma-norma setempat dalam rangka pemenuhan prinsip internasional.
";ACTV;2
1929;MEK-JG-PMG-01;428;3;"Mampu menganalisis dan mengevaluasi kegiatan perencanaan, pelaksanaan, dan pengendalian pekerjaan yang bersifat proyek, termasuk kegiatan pengelolaan setiap fase proyek, penyelesaian isu dan risiko proyek, pengelolaan dan pengedalian sumberdaya, sehingga proyek tepat biaya, tepat mutu dan tepat waktu serta sesuai benefit yang direncanakan 
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi permasalahan manajemen proyek
Menganalisis dan mengevaluasi anggota tim untuk penyelesaian proyek
Menganalisis keterkaitan antar proyek untuk mencapai benefit proyek yang diharapkan
Menganalisis dan mengevaluasi pelaksanaan proyek pada setiap tahapan
Menganalisis kewajaran hasil perhitungan biaya proyek
Memberikan alternatif solusi terhadap ketidaksesuaian yang terjadi dalam fasa proyek antara kondisi proyek dengan dokumen proyek misalnya terkait dengan potensi keterlambatan proyek
Merekomendasikan kajian pelaksanaan proyek secara terintegrasi terhadap benefit yang direncanakan
Merekomendasikan perbaikan kinerja proyek pada setiap tahapan
Merekomendasikan perbaikan dokumen enjiniring berdasarkan lesson lerned
";ACTV;2
1930;MEK-JG-CMG-02;429;3;"Mampu menganalisis dan mengevaluasi pengawasan konstruksi dari sisi biaya, mutu dan waktu serta memelihara hubungan positif dengan stakeholder.
Mampu mengevaluasi sistem pengendalian konstruksi dari sisi biaya, mutu dan waktu serta membina hubungan positif dengan stakeholder.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi waktu pelaksanaan konstruksi berdasarkan project master schedule (PMS).
Mengevaluasi keterlambatan dan membuat rekomendasi percepatan (catch up schedule).
";ACTV;2
1931;MEK-JG-DMG-03;430;3;"Mampu menganalisis dan mengevaluasi proses penyelesaian dispute beserta delegasi penugasan kepada anggota tim sehubungan dengan jenis dispute yang terjadi (mutu, waktu atau biaya) dibandingkan rencana aksi yang telah disusun sebelumnya
Mampu memberikan dukungan dan arahan kepada anggota tim selama proses penyelesaian dispuste. 
Mampu mengantisipasi potensi halangan dan menyiapkan rencana darurat secara dini. 
Mampu meniadakan halangan dan menyelesaikan masalah yang menghambat kemajuan anggota-anggota tim.
Mampu mengidentifikasi kemungkinan deviasi (biaya, mutu, waktu) secara dini sehingga rencana mitigasi dapat disiapkan. 
Mampu menginisiasi perubahan yang harus dihasilkan (deliverables) bila output terjadi perubahan akibat kondisi sekitar atau kebutuhan aktual dan perubahan tersebut mempertimbangkan saling ketergantungan dengan lain yang berhubungan dengan yang sedang ditangani. 
Mampu memfokuskan anggota-anggota tim dan sesuai dengan ukuran acceptance criteria kesuksesan untuk penyelesaian dispute yang terjadi.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaksanaan management dispute
Mengevaluasi pelaksanaan management dispute
";ACTV;2
1932;MEK-JG-SMG-04;431;3;"Mampu menganalisis dan mengevaluasi proses manajemen penjadwalan beserta delegasi penugasan kepada anggota tim sehubungan dengan metode penjadwalan yang terjadi (mutu, waktu atau biaya). 
Mampu mengevaluasi pelaksanaan pekerjaan dibandingkan jadwal yang telah disusun sebelumnya.
Mampu memberikan dukungan dan arahan kepada anggota tim selama proses penyusunan penjadwalan
Mampu mengantisipasi potensi halangan dan menyiapkan rencana darurat secara dini dalam penyusunan penjadwalan. 
Mampu meniadakan halangan dan menyelesaikan masalah yang menghambat kemajuan anggota-anggota tim.
Mampu mengidentifikasi kemungkinan deviasi (biaya, mutu, waktu) secara dini sehingga rencana mitigasi dapat disiapkan. 
Mampu menginisiasi perubahan yang harus dihasilkan (deliverables) bila output terjadi perubahan akibat kondisi sekitar atau kebutuhan aktual dan perubahan tersebut mempertimbangkan saling ketergantungan dengan lain yang berhubungan dengan yang sedang ditangani. 
Mampu memfokuskan dan merefokuskan anggota-anggota tim ke dan ukuran-acceptance criteria ukuran kesuksesan terutama penyelesaian dispute yang terjadi.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaksanaan pekerjaan sesuai jadwal
Mengevaluasi pelaksanaan pekerjaan sesuai jadwal yang telah ditetapkan
";ACTV;2
1933;MEK-JG-PMI-05;432;3;"Mampu menganalisis dan mengevaluasi pelaksanaan penginputan, pengupdatean data dalam mendukung informasi yang benar dan valid terkait penyelesaian proyek pembangkit, jaringan dan gardu induk melalui aplikasi PMIS.
Mampu mengevaluasi secara cepat dan tepat, permasalahan/kendala yang timbul akibat keterbatasan aplikasi dalam penyampaian informasi penyelesaian proyek pembangkit, jaringan dan gardu induk serta merekomendasikan perbaikannya.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaporan melalui aplikasi update data konstruksi pembangkit, jaringan ataupun gardu induk.
Mengevaluasi kendala keterbatasan aplikasi PMIS
";ACTV;2
1934;MEK-JG-PAM-06;433;3;"Mampu menganalisis dan mengevaluasi pelaksanaan pengelolaan administrasi kontrak proyek dan verifikasi dokumen terkait.
Mampu mengevaluasi dan memberikan umpan balik hasil pelaksanaan pengelolaan administrasi kontrak proyek.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaksanaan penyusunan disbursement kontrak.
Mengevaluasi klaim kerja tambah dari kontraktor.
";ACTV;2
1935;MEK-JG-PFS-07;434;3;"Mampu menganalisis dan mengevaluasi pelaksanaan pembuatan kajian kelayakan proyek infrastruktur ketenagalistrikan sehingga diperoleh hasil yang dapat dipertanggungjawabkan.
Mampu mengevaluasi hasil kajian kelayakan suatu proyek infrastruktur ketenagalistrikan dengan mempertimbangkan aspek operasi, finansial, dan keekonomian serta merekomendasikan perbaikannya sesuai dengan kebutuhan system
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pembuatan kajian kelayakan suatu proyek infrastruktur ketenagalistrikan dengan mempertimbangkan aspek operasi, finansial, dan keekonomian
Mengevaluasi hasil kajian kelayakan suatu proyek infrastruktur ketenagalistrikan
Merekomendasikan alternatif solusi lain yang mempertimbangkan workability terhadap kajian kelayakan proyek yang sudah disusun
";ACTV;2
1936;MEK-JG-ALD-08;435;3;"Mampu menganalisis dan mengevaluasi hasil asesmen dan perhitungan tingkat kandungan dalam negeri terhadap barang/jasa pada infrastruktur ketenagalistrikan serta memberikan rekomendasi perbaikan guna memenuhi peraturan perundang-undangan yang berlaku
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi pelaksanaan asesmen dan perhitungan tingkat kandungan dalam negeri barang/jasa
Mengevaluasi hasil asesmen dan perhitungan nilai TKDN barang/jasa pada infrastruktur ketenagalistrikan serta memberikan solusi alternatif penggunaan barang/jasa produk dalam negeri
";ACTV;2
1937;MEK-EV-EVE-01;436;3;"Mampu menganalisis dan mengevaluasi pekerjaan tim proyek, penugasan kerja atau pembuatan perangkat ketenagalistrikan optimasi, menganalisis risiko, memberikan rekomendasi  dan mitigasi risiko secara cepat dan tepat terhadap pemilihan desain (Knowledgeable dan detail) serta terhadap permasalahan lingkungan maupun sosial di tiap tahap kegiatan (pra konstruksi, konstruksi, dan operasi) dengan mempertimbangkan aspek kehandalan, keamanan, ekonomis, standard dan peraturan teknis yang belaku / terupdate.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi tim kerja penyusunan kajian lingkungan dan proyek ketengalistrikan
Menganalisis dan mengevaluasi perhitungan dispersi pencemaran udara untuk dapat menentukan tinggi stack 
Memberikan pertimbangkan lingkungan dan sosial untuk penentuan layout
Menganalisis dan mengevaluasi pekerjaan AMDAL, ESIA, dan LARAP, menganalisis prakiraan dampak untuk tiap tahap kegiatan (pra konstruksi, konstruksi, dan operasi), mampu menguraikan dengan jelas usaha dan mitigasi agar kualitas limbah cair yang keluar tidak melampaui baku mutu yang berlaku
Menganalisis dan mengevaluasi risiko  terhadap rekomendasi kelayakan perencanaan investasi dari  hasil study lingkungan
Memberikan rekomendasi desain system lapisan fasilitas landfill ikut menentukan skema layout yang paling optimum dengan mempertimbangkan teknis, lingkungan dan sosial, serta biaya
Mengevaluasi kajian risiko  terhadap rekomendasi kelayakan perencanaan investasi dari hasil  study lingkungan
Melakukan evaluasi prosedur pemilihan dan perhitungan fasilitas ketenaglistrikan agar dapat mengikuti peraturan emisi yang berlaku secara nasional maupun internasional.
Melakukan evaluasi perhitungan emisi agar dapat lebih mudah dan cepat dilakukan
";ACTV;2
1938;MEK-GE-GDE-01;437;3;"Mampu menganalisis dan mengevaluasi pekerjaan tim proyek, penugasan kerja atau pembuatan perangkat enjiniring  ketenagalistrikan, mengevaluasi dokumen analisis atau kajian hasil pekerjaan pengukuran dan pemetaan serta melakukan optimasi dan memberikan solusi dari hasil pekerjaan pengukuran dan pemetaan terhadap konseptual desain secara efektif dan akurat sesuai prosedur enjiniring, metode dan standar yang berlaku untuk desain sarana dan prasarana pekerjaan pemetaan dan pengukuran rencana wilayah pengembangan infrastruktur ketenagalistrikan.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Mensupervisi pengukuran dan pembuatan peta topografi secara terestrial, hidrografi, fotogrametri dan penginderaan jauh.
Mensupervisi pemilihan lokasi pembangkit termasuk jalur transmisi dari peta hasil pengukuran
Mensupervisi risiko terhadap usulan pemilihan lokasi pembangkit termasuk jalur transmisi dari peta hasil pengukuran
";ACTV;2
1939;MEK-SE-GLE-01;438;3;"Mampu menganalisis dan mengevaluasi kegiatan pengumpulan data geologi (primer dan sekunder), analisis geologi teknik, laporan kajian geologi teknik dalam rangka perencanaan, pemeliharaan, dan/atau rehabilitasi infrastruktur ketenagalistrikan.
Mampu menganalisis dan mengevaluasi pekerjaan tim proyek dan/atau pihak lain untuk pengumpulan data, integrasi data, analisis data, dan penyusunan laporan kajian geologi teknik dalam rangka perencanaan, pemeliharaan, dan/atau rehabilitasi infrastruktur ketenagalistrikan.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Menganalisis dan mengevaluasi tim proyek menyusun laporan site investigation untuk feasibility study pembangunan PLTA.
Menganalisis dan mengevaluasi pihak lain untuk melakukan pengambilan data geologi teknik primer di lapangan (pemetaan geologi, pengeboran geoteknik, pengujian laboratorium, dll), membuat analisis laporan site investigation PLTU.
Mengevaluasi pekerjaan lapangan Konsultan dalam rangka pengumpulan data geologi teknik primer.
Mengevaluasi tim proyek dalam mereview hasil pekerjaan Konsultan dan membimbing tim proyek dalam menyusun laporan kajian geologi teknik.
";ACTV;2
1940;MEK-SE-GTG-02;439;3;"Mampu menganalisis dan mengevaluasi tim proyek dan/atau pihak lain untuk melakukan pengumpulan data geologi, geokimia, dan geofisika (primer dan sekunder), dan membuat laporan kajian geologi panas bumi.
Mampu menganalisis dan mengevaluasi pekerjaan tim proyek dan/atau pihak lain untuk pengumpulan data, integrasi data, analisis data, dan penyusunan laporan kajian geologi panas bumi.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh :
Menganalisis dan mengevaluasi tim proyek untuk melakukan survei lapangan dan pengumpulan data ke lokasi manifestasi panas bumi tertentu.
Menganalisis dan mengevaluasi tim proyek dan/atau pihak lain untuk membuat analisis sistem panas bumi (geothermal conceptual model).
";ACTV;2
1941;MEK-SE-GPE-03;440;3;"Mampu menganalisis dan megevaluasi tim proyek dan/atau pihak lain untuk mengumpulkan data geofisika (primer dan sekunder), melakukan analisis geofisika, dan membuat laporan kajian geofisika dalam rangka eksplorasi dan produksi sumberdaya energi, mitigasi bencana kebumian, dan/atau penyelesaian masalah enjiniring dan lingkungan.
Mampu menganalisis dan megevaluasi pekerjaan tim proyek dan/atau pihak lain untuk pengumpulan data, integrasi data, analisis data, dan penyusunan laporan geofisika dalam rangka eksplorasi sumberdaya energi, mitigasi bencana kebumian, dan/atau penyelesaian masalah enjiniring dan lingkungan.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh :
Menganalisis dan megevaluasi tim proyek menyusun laporan geofisika untuk pre-feasibility study wilayah kuasa panas bumi (WKP).
Menganalisis dan megevaluasi Konsultan untuk melakukan pengambilan data geofisika primer di daerah rencana pengembangan panas bumi (survei MT, gravity, MEQ, dll), membuat analisis, dan menyusun laporannya. 
Menganalisis dan megevaluasi pekerjaan lapangan Konsultan dalam rangka survei geofisika (seismik) pada lokasi rencana pembangunan bendungan dan terowongan PLTA.
Menganalisis dan megevaluasi tim poyek dalam mereview hasil pekerjaan Konsultan dan membimbing tim proyek dalam menyusun laporan kajian geofisika.
";ACTV;2
1942;MEK-FA-FCE-01;441;3;"Mampu menganalisis dan mengevaluasi pekerjaan tim proyek atau pembuatan perangkat  atau prosedur  enjiniring  ketenagalistrikan serta mensupervisi perhitungan finansial suatu investasi ketenagalistrikan mulai dari perencanaan hingga umur ekonomis peralatan dalam suatu pembangkitan, transmisi dan distribusi dan peralatan penunjang lainnya seperti Net Present Value (NPV), B/C Ratio (Benefit Cost Ratio), Profitability Index (Indeks Frofitabilitas), Return On Equity (ROE atau ROI),  Internal Rate of Return (IRR), Payback Period (PP atau PBP), Debt Service Coverage Ratio (DSCR), biaya Pemeliharaan Tetap dan Variable, Komponen A, B, D dan E untuk kebutuhan  penyediaan infrastruktur oleh PLN atau  IPP serta perhitungan Variation Order sesuai dengan spesifikasi dalam dokumen kontrak.
Mampu mengevaluasi pekerjaan tim proyek, penugasan kerja atau pembuatan perangkat ketenagalistrikan optimasi, mengevaluasi risiko, memberikan rekomendasi secara cepat dan tepat terhadap perhitungan finansial  mulai dari perencanaan hingga umur ekonomis peralatan dalam suatu pembangkit / transmisi / distribusi dan peralatan penunjang lainnya untuk kebutuhan  penyediaan infrastruktur oleh PLN atau  IPP serta perhitungan Variation Order sesuai dengan spesifikasi dalam dokumen kontrak.
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.
";"Contoh : 
Mensupervisi perhitungan finansial dalam penyusunan suatu kajian pembangkit listrik.
Mensupervisi perhitungan IPP untuk Pembangkit, Transmisi dan Distribusi, dalam Perencanaan dan Penawaran dari Penyedia Barang/Jasa
Mensupervisi perhitungan HPE Pembangkit, Transmisi dan Distribusi
Mensupervisi penetapan rekomendasi kelayakan perencanaan investasi dari hasil Analisis Financial.
Mensupervisi perhitungan Variation Order sesuai dengan spesifikasi dalam dokumen kontrak.
Mengevaluasi prosedur perhitungan LEGC dalam pengadaan penyediaan listrik dari Pembangkit IPP
Mengevaluasi hasil analisis beberapa penawaran sehingga dapat menentukan penawaran yang ekonomis untuk perusahaan sesuai yang dipersyaratkan dalam dokument tender.
Mengevaluasi prosedur perhitungan HPE Pembangkit, Transmisi dan Distribusi
Mengevaluasi pemilihan dan perhitungan komponen finasial agar menghasilkan perhitungan finansial proyek yang lebih optimal.
Mengevaluasi spesifikasi kontraktual dalam dokumen kontrak
";ACTV;2
1943;LIB-PR-PEE-01;442;3;"Mampu menganalisis dan mengevaluasi program rencana kegiatan kepakaran terkait Energi Primer meliputi pembuatan laporan penelitian dan memberikan konsultasi pada yang membutuhkan.
Mampu mengevaluasi kegiatan kepakaran Energi Primer antara lain meliputi laporan penelitian dan memberikan rekomendasi terkait energi primer kepada yang membutuhkan
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.";"Contoh: Menganalisis penelitian dan peninjauan ulang hasil kerja pihak lain
Memberikan rekomendasi teknis terkait pemanfaatan energi primer";ACTV;2
1944;LIB-PR-GEP-02;443;3;"Mampu menganalisis program rencana kegiatan kepakaran terkait Bahan Bakar Gas meliputi pembuatan laporan penelitian dan memberikan konsultasi pada yang membutuhkan
Mampu mengevaluasi kegiatan kepakaran Bahan Bakar Gas antara lain meliputi laporan penelitian dan memberikan rekomendasi terkait Bahan Bakar Gas kepada yang membutuhkan
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.";"Contoh: Menganalisis penelitian dan peninjauan ulang hasil kerja pihak lain
Memberikan rekomendasi teknis terkait pemanfaatan Bahan Bakar Gas dalam pembangkit";ACTV;2
1945;LIB-PR-CEP-03;444;3;"Mampu menganalisis dan mengevaluasi program rencana kegiatan kepakaran terkait batubara meliputi pembuatan laporan penelitian dan memberikan konsultasi pada yang membutuhkan.
Mampu mengevaluasi kegiatan kepakaran batubara antara lain meliputi laporan penelitian dan memberikan rekomendasi terkait batubara kepada yang membutuhkan
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.";"Contoh: Menganalisis penelitian dan peninjauan ulang hasil kerja pihak lain
Memberikan rekomendasi teknis terkait pemanfaatan batubara";ACTV;2
1946;LIB-PR-OFE-04;445;3;"Mampu menganalisis dan mengevaluasi program rencana kegiatan kepakaran terkait bahan bakar minyak meliputi pembuatan laporan penelitian dan memberikan konsultasi pada yang membutuhkan
Mampu mengevaluasi kegiatan kepakaran bahan bakar minyak antara lain meliputi laporan penelitian dan memberikan rekomendasi terkait bahan bakar minyak kepada yang membutuhkan
Mampu berperan sebagai problem solver terhadap permasalahan yang bersifat komplek dan/atau memberikan rekomendasi (perbaikan atau pengembangan) sistem, metode, proses, dll.";"Contoh: Menganalisis penelitian dan peninjauan ulang hasil kerja pihak lain
Memberikan rekomendasi teknis terkait pemanfaatan bahan bakar minyak";ACTV;2
